fid,genus,species,cultivar,dbh,street,park,id,fullname,Site_1,Present,dbh_2025,height2025,Measured,Comments,Measured_height,Measured_DBH
45841,Acer,saccharinum,,12,,SIR-WILFRID-LAURIER,"47612",Acer saccharinum,WILF-2,Present,"19.2",12.4,,,true,true
45866,Gymnocladus,dioicus,,11,,SIR-WILFRID-LAURIER,"47638",Gymnocladus dioicus,WILF-1,Present,"18.5",6.8,,,true,true
45867,Gymnocladus,dioicus,,14,,SIR-WILFRID-LAURIER,"47639",Gymnocladus dioicus,WILF-1,Present,"22.7",10,,,true,true
45868,Gymnocladus,dioicus,,13,,SIR-WILFRID-LAURIER,"47640",Gymnocladus dioicus,WILF-1,Present,"23.1",10.8,,,true,true
46247,Carpinus,caroliniana,,5,,SIR-WILFRID-LAURIER,"48069",Carpinus caroliniana,WILF-1,Present,"5",4.6,,,true,true
46248,Picea,pungens,bakeri,5,,SIR-WILFRID-LAURIER,"48070",Picea pungens,WILF-1,Present,"7",2.9,,,true,true
46249,Catalpa,speciosa,,5,,SIR-WILFRID-LAURIER,"48071",Catalpa speciosa,WILF-1,Present,"14.5",6.6,,,true,true
46250,Catalpa,speciosa,,5,,SIR-WILFRID-LAURIER,"48072",Catalpa speciosa,WILF-1,Present,"13",7,,,true,true
46251,Ostrya,virginiana,,5,,SIR-WILFRID-LAURIER,"48073",Ostrya virginiana,WILF-1,Present,"6.8",6.2,,,true,true
46252,Ostrya,virginiana,,5,,SIR-WILFRID-LAURIER,"48074",Ostrya virginiana,WILF-1,Present,"6.6",6.7,,,true,true
46253,Quercus,bicolor,,5,,SIR-WILFRID-LAURIER,"48075",Quercus bicolor,WILF-1,Present,"12.3",6.2,,,true,true
46254,Catalpa,speciosa,,5,,SIR-WILFRID-LAURIER,"48076",Catalpa speciosa,WILF-1,Present,"16.3",7.9,,,true,true
46255,Catalpa,speciosa,,5,,SIR-WILFRID-LAURIER,"48077",Catalpa speciosa,WILF-1,Present,"14.7",6.4,,,true,true
46256,Picea,pungens,colsons select,5,,SIR-WILFRID-LAURIER,"48078",Picea pungens,WILF-1,Present,"7",3,,,true,false
53264,Acer,saccharinum,,60,,TRENHOLME,"55449",Acer saccharinum,LOYO-2,Present,"67.3",35,Measured,,true,true
53265,Acer,saccharinum,,63,,TRENHOLME,"55450",Acer saccharinum,LOYO-2,,,,,,,
53266,Acer,saccharinum,,52,,TRENHOLME,"55451",Acer saccharinum,LOYO-2,Present,"63.9",27.2,Measured,Misid acer x freemanii,true,true
53267,Acer,rubrum,,29,,TRENHOLME,"55452",Acer rubrum,LOYO-2,Present,"24.3",11.9,Measured,,true,true
53268,Acer,saccharinum,,73,,TRENHOLME,"55453",Acer saccharinum,LOYO-2,Present,"74.6",25.6,Measured,,true,true
53269,Acer,saccharinum,,66,,TRENHOLME,"55454",Acer saccharinum,LOYO-2,Present,"76.5",33.1,Measured,,true,true
53270,Acer,saccharinum,,86,,TRENHOLME,"55455",Acer saccharinum,LOYO-2,Present,"89.2",27.3,Measured,,true,true
53271,Acer,saccharinum,,69,,TRENHOLME,"55456",Acer saccharinum,LOYO-2,Present,"67.2",20.2,Measured,,true,true
53272,Acer,saccharinum,,45,,TRENHOLME,"55457",Acer saccharinum,LOYO-2,Present,"52.1",22.7,Measured,,true,true
53273,Acer,rubrum,,18,,TRENHOLME,"55458",Acer rubrum,LOYO-2,Present,"19.4",8.3,Measured,,true,true
53274,Acer,saccharinum,,75,,TRENHOLME,"55459",Acer saccharinum,LOYO-2,Present,"94.4",26.5,Measured,,true,true
53275,Acer,rubrum,,28,,TRENHOLME,"55460",Acer rubrum,LOYO-2,Present,"32",11.6,Measured,,true,true
53276,Acer,rubrum,,29,,TRENHOLME,"55461",Acer rubrum,LOYO-2,Present,"31.35",7.1,Measured,,true,true
53277,Acer,saccharinum,,64,,TRENHOLME,"55462",Acer saccharinum,LOYO-2,Present,"66",20,Measured,,true,true
53278,Acer,saccharinum,,76,,TRENHOLME,"55463",Acer saccharinum,LOYO-2,,,,,,,
53279,Acer,saccharinum,,74,,TRENHOLME,"55464",Acer saccharinum,LOYO-2,Present,"94.8",34.2,Measured,,true,true
53280,Acer,saccharinum,,64,,TRENHOLME,"55465",Acer saccharinum,LOYO-2,Present,"65",22,Estimated,Only dBh estimated ,true,false
56848,Acer,saccharinum,pyramidalis,8,,TRENHOLME,"59144",Acer saccharinum,LOYO-2,Present,"9.2",6.7,Measured,,true,true
56855,Quercus,macrocarpa,,5,,TRENHOLME,"59151",Quercus macrocarpa,LOYO-2,Present,"12.8",5.8,Measured,,true,true
56856,Tilia,americana,redmond,13,,TRENHOLME,"59152",Tilia americana,LOYO-2,Present,"19.9",6.2,Measured,,true,true
56858,Juglans,nigra,,5,,TRENHOLME,"59154",Juglans nigra,LOYO-2,Absent,,,,,,
56859,Pinus,resinosa,,5,,TRENHOLME,"59155",Pinus resinosa,LOYO-2,Present,"10.6",4,Measured,,true,true
56860,Betula,alleghaniensis,,8,,TRENHOLME,"59156",Betula alleghaniensis,LOYO-2,Present,"10.9",5.9,Measured,,true,true
56861,Pinus,resinosa,,5,,TRENHOLME,"59157",Pinus resinosa,LOYO-2,Present,"19.15",5.47,Measured,,true,true
57048,Acer,saccharinum,pyramidalis,5,,TRENHOLME,"59372",Acer saccharinum,LOYO-2,Present,"25.2",14.9,Measured,,true,true
57595,Gymnocladus,dioicus,,9,,TRENHOLME,"59954",Gymnocladus dioicus,LOYO-2,,"14.2",6.4,Measured,Juglans nigra,true,true
67608,Quercus,rubra,,15,,ZOTIQUE-ST-JEAN,"70891",Quercus rubra,ZOTI-1,Present,"15",7,,,false,false
67609,Quercus,rubra,,16,,ZOTIQUE-ST-JEAN,"70892",Quercus rubra,ZOTI-1,,,,,,,
70566,Acer,saccharinum,,9,,MOULIN-DU-RAPIDE,"74005",Acer saccharinum,ZOTI-2,Present,"11.2",6.1,,,true,true
70567,Acer,saccharum,,8,,MOULIN-DU-RAPIDE,"74006",Acer saccharum,ZOTI-2,Present,"11.6",6.9,,,true,true
70568,Acer,saccharum,,8,,MOULIN-DU-RAPIDE,"74007",Acer saccharum,ZOTI-2,Present,"11.6",7,,,true,true
70569,Acer,saccharinum,,11,,MOULIN-DU-RAPIDE,"74008",Acer saccharinum,ZOTI-2,Present,"17.2",10.7,,,true,true
70570,Acer,saccharinum,,11,,MOULIN-DU-RAPIDE,"74009",Acer saccharinum,ZOTI-2,Present,"14",10.8,,,true,true
70571,Acer,saccharinum,,9,,MOULIN-DU-RAPIDE,"74010",Acer saccharinum,ZOTI-2,Present,"90.0",27.2,,,true,true
70572,Salix,nigra,,13,,MOULIN-DU-RAPIDE,"74011",Salix nigra,ZOTI-2,Present,"20.9",9.9,,,true,true
70573,Salix,nigra,,15,,MOULIN-DU-RAPIDE,"74012",Salix nigra,ZOTI-2,Present,"20.4",9.9,,,true,true
70574,Salix,nigra,,9,,MOULIN-DU-RAPIDE,"74013",Salix nigra,ZOTI-2,Present,"18",8.6,,,true,true
70575,Salix,nigra,,9,,MOULIN-DU-RAPIDE,"74014",Salix nigra,ZOTI-2,Present,"18.9",7.8,,,true,true
70576,Salix,nigra,,12,,MOULIN-DU-RAPIDE,"74015",Salix nigra,ZOTI-2,Present,"23.5",8.5,,,true,true
72184,Quercus,alba,,6,,MOULIN-DU-RAPIDE,"75675",Quercus alba,ZOTI-2,Present,"6.7",5,,,true,true
72185,Juglans,nigra,,6,,MOULIN-DU-RAPIDE,"75676",Juglans nigra,ZOTI-2,Present,"5.6",4.1,,,true,true
72186,Picea,rubens,,5,,MOULIN-DU-RAPIDE,"75677",Picea rubens,ZOTI-2,Present,"4",2.5,,,false,false
72187,Picea,rubens,,5,,MOULIN-DU-RAPIDE,"75678",Picea rubens,ZOTI-2,Present,"4",2.6,,,false,false
72188,Quercus,macrocarpa,,6,,MOULIN-DU-RAPIDE,"75679",Quercus macrocarpa,ZOTI-2,Present,"7.1",4.6,,,true,true
72189,Quercus,macrocarpa,,6,,MOULIN-DU-RAPIDE,"75680",Quercus macrocarpa,ZOTI-2,Present,"4.9",4.4,,,true,true
72190,Populus,deltoides,,7,,MOULIN-DU-RAPIDE,"75681",Populus deltoides,ZOTI-2,Present,"12.3",9.4,,Miss ID populus species,true,true
72191,Populus,deltoides,,6,,MOULIN-DU-RAPIDE,"75682",Populus deltoides,ZOTI-2,Present,"11.7",14.8,,,true,true
72912,Fraxinus,pennsylvanica,,34,,MOULIN-DU-RAPIDE,"76420",Fraxinus pennsylvanica,ZOTI-2,Absent,,,,,,
72913,Fraxinus,pennsylvanica,,21,,MOULIN-DU-RAPIDE,"76421",Fraxinus pennsylvanica,ZOTI-2,Absent,,,,,,
75285,Divers,sp.,,20,,ZOTIQUE-ST-JEAN,"78812",Unknown sp,ZOTI-1,,,,,,,
75287,Divers,sp.,,20,,ZOTIQUE-ST-JEAN,"78814",Unknown sp,ZOTI-1,,,,,,,
75288,Populus,deltoides,,50,,ZOTIQUE-ST-JEAN,"78815",Populus deltoides,ZOTI-1,,,,,,,
75289,Ulmus,americana,,45,,ZOTIQUE-ST-JEAN,"78816",Ulmus americana,ZOTI-1,,,,,,,
75290,Salix,sp.,,78.6,,ZOTIQUE-ST-JEAN,"78817",Salix sp,ZOTI-1,,,,,,,
75291,Acer,negundo,,45,,ZOTIQUE-ST-JEAN,"78818",Acer negundo,ZOTI-1,,,,,,,
75292,Divers,sp.,,25,,ZOTIQUE-ST-JEAN,"78819",Unknown sp,ZOTI-1,,,,,,,
75293,Populus,deltoides,,35,,ZOTIQUE-ST-JEAN,"78820",Populus deltoides,ZOTI-1,,,,,,,
75294,Populus,deltoides,,43,,ZOTIQUE-ST-JEAN,"78821",Populus deltoides,ZOTI-1,,,,,,,
75295,Populus,deltoides,,37,,ZOTIQUE-ST-JEAN,"78822",Populus deltoides,ZOTI-1,,,,,,,
75304,Ulmus,americana,,15,,ZOTIQUE-ST-JEAN,"78831",Ulmus americana,ZOTI-1,,,,,,,
75471,Acer,saccharinum,,16,,ZOTIQUE-ST-JEAN,"78998",Acer saccharinum,ZOTI-1,,,,,,,
75472,Acer,saccharinum,,41.2,,ZOTIQUE-ST-JEAN,"78999",Acer saccharinum,ZOTI-1,,,,,,,
75496,Populus,deltoides,,30,,ZOTIQUE-ST-JEAN,"79023",Populus deltoides,ZOTI-1,,,,,,,
75497,Populus,deltoides,,35,,ZOTIQUE-ST-JEAN,"79024",Populus deltoides,ZOTI-1,,,,,,,
75498,Populus,deltoides,,70,,ZOTIQUE-ST-JEAN,"79025",Populus deltoides,ZOTI-1,,,,,,,
75499,Divers,sp.,,30.8,,ZOTIQUE-ST-JEAN,"79026",Unknown sp,ZOTI-1,,,,,,,
75500,Populus,deltoides,,25,,ZOTIQUE-ST-JEAN,"79027",Populus deltoides,ZOTI-1,,,,,,,
75501,Populus,deltoides,,20,,ZOTIQUE-ST-JEAN,"79028",Populus deltoides,ZOTI-1,,,,,,,
75502,Populus,deltoides,,42.4,,ZOTIQUE-ST-JEAN,"79029",Populus deltoides,ZOTI-1,,,,,,,
75503,Populus,deltoides,,25,,ZOTIQUE-ST-JEAN,"79030",Populus deltoides,ZOTI-1,,,,,,,
75504,Acer,platanoides,,14,,ZOTIQUE-ST-JEAN,"79031",Acer platanoides,ZOTI-1,,,,,,,
75505,Acer,saccharinum,,33.5,,ZOTIQUE-ST-JEAN,"79032",Acer saccharinum,ZOTI-1,,,,,,,
75506,Populus,deltoides,,28,,ZOTIQUE-ST-JEAN,"79033",Populus deltoides,ZOTI-1,,,,,,,
75507,Salix,sp.,,50,,ZOTIQUE-ST-JEAN,"79034",Salix sp,ZOTI-1,,,,,,,
75559,Populus,deltoides,,65,,ZOTIQUE-ST-JEAN,"79086",Populus deltoides,ZOTI-1,,,,,,,
75560,Acer,negundo,,20.6,,ZOTIQUE-ST-JEAN,"79087",Acer negundo,ZOTI-1,,,,,,,
75561,Ulmus,americana,,16,,ZOTIQUE-ST-JEAN,"79088",Ulmus americana,ZOTI-1,,,,,,,
75562,Populus,deltoides,,35,,ZOTIQUE-ST-JEAN,"79089",Populus deltoides,ZOTI-1,,,,,,,
75563,Populus,deltoides,,33.9,,ZOTIQUE-ST-JEAN,"79090",Populus deltoides,ZOTI-1,,,,,,,
75564,Populus,deltoides,,42.4,,ZOTIQUE-ST-JEAN,"79091",Populus deltoides,ZOTI-1,,,,,,,
75565,Populus,deltoides,,41,,ZOTIQUE-ST-JEAN,"79092",Populus deltoides,ZOTI-1,,,,,,,
75566,Ulmus,americana,,15,,ZOTIQUE-ST-JEAN,"79093",Ulmus americana,ZOTI-1,,,,,,,
75567,Populus,deltoides,,29,,ZOTIQUE-ST-JEAN,"79094",Populus deltoides,ZOTI-1,,,,,,,
75568,Populus,deltoides,,43,,ZOTIQUE-ST-JEAN,"79095",Populus deltoides,ZOTI-1,,,,,,,
75569,Populus,deltoides,,27,,ZOTIQUE-ST-JEAN,"79096",Populus deltoides,ZOTI-1,,,,,,,
75570,Populus,deltoides,,25,,ZOTIQUE-ST-JEAN,"79097",Populus deltoides,ZOTI-1,,,,,,,
75571,Ulmus,americana,,18,,ZOTIQUE-ST-JEAN,"79098",Ulmus americana,ZOTI-1,,,,,,,
75572,Populus,deltoides,,16,,ZOTIQUE-ST-JEAN,"79099",Populus deltoides,ZOTI-1,,,,,,,
75573,Populus,deltoides,,37.5,,ZOTIQUE-ST-JEAN,"79100",Populus deltoides,ZOTI-1,,,,,,,
75574,Populus,deltoides,,30,,ZOTIQUE-ST-JEAN,"79101",Populus deltoides,ZOTI-1,,,,,,,
75575,Ulmus,americana,,10,,ZOTIQUE-ST-JEAN,"79102",Ulmus americana,ZOTI-1,,,,,,,
75576,Populus,deltoides,,35,,ZOTIQUE-ST-JEAN,"79103",Populus deltoides,ZOTI-1,,,,,,,
75577,Ulmus,americana,,31.4,,ZOTIQUE-ST-JEAN,"79104",Ulmus americana,ZOTI-1,,,,,,,
75578,Populus,deltoides,,25,,ZOTIQUE-ST-JEAN,"79105",Populus deltoides,ZOTI-1,,,,,,,
75579,Populus,deltoides,,37,,ZOTIQUE-ST-JEAN,"79106",Populus deltoides,ZOTI-1,,,,,,,
75580,Ulmus,americana,,25.5,,ZOTIQUE-ST-JEAN,"79107",Ulmus americana,ZOTI-1,,,,,,,
75581,Populus,deltoides,,20,,ZOTIQUE-ST-JEAN,"79108",Populus deltoides,ZOTI-1,,,,,,,
75582,Populus,deltoides,,25,,ZOTIQUE-ST-JEAN,"79109",Populus deltoides,ZOTI-1,,,,,,,
75583,Ulmus,americana,,10,,ZOTIQUE-ST-JEAN,"79110",Ulmus americana,ZOTI-1,,,,,,,
75584,Ulmus,americana,,20,,ZOTIQUE-ST-JEAN,"79111",Ulmus americana,ZOTI-1,,,,,,,
75585,Salix,sp.,,21.2,,ZOTIQUE-ST-JEAN,"79112",Salix sp,ZOTI-1,,,,,,,
75586,Ulmus,americana,,25,,ZOTIQUE-ST-JEAN,"79113",Ulmus americana,ZOTI-1,,,,,,,
75587,Fraxinus,sp.,,34.6,,ZOTIQUE-ST-JEAN,"79114",Fraxinus sp,ZOTI-1,,,,,,,
75588,Morus,alba,,10,,ZOTIQUE-ST-JEAN,"79115",Morus alba,ZOTI-1,,,,,,,
75589,Acer,negundo,,60.4,,ZOTIQUE-ST-JEAN,"79116",Acer negundo,ZOTI-1,,,,,,,
75590,Acer,negundo,,15,,ZOTIQUE-ST-JEAN,"79117",Acer negundo,ZOTI-1,,,,,,,
75591,Acer,negundo,,18,,ZOTIQUE-ST-JEAN,"79118",Acer negundo,ZOTI-1,,,,,,,
75592,Divers,sp.,,30,,ZOTIQUE-ST-JEAN,"79119",Unknown sp,ZOTI-1,,,,,,,
75593,Acer,negundo,,46.4,,ZOTIQUE-ST-JEAN,"79120",Acer negundo,ZOTI-1,,,,,,,
75594,Acer,negundo,,20,,ZOTIQUE-ST-JEAN,"79121",Acer negundo,ZOTI-1,Present,"6",4,,,false,true
75595,Ulmus,americana,,30,,ZOTIQUE-ST-JEAN,"79122",Ulmus americana,ZOTI-1,Present,"5.8",7,,,false,true
75596,Acer,negundo,,20,,ZOTIQUE-ST-JEAN,"79123",Acer negundo,ZOTI-1,,,,,,,
75597,Divers,sp.,,22,,ZOTIQUE-ST-JEAN,"79124",Unknown sp,ZOTI-1,Absent,,,,,,
75598,Acer,negundo,,18,,ZOTIQUE-ST-JEAN,"79125",Acer negundo,ZOTI-1,Present,"15.5",10,,,false,true
75599,Ulmus,americana,,12,,ZOTIQUE-ST-JEAN,"79126",Ulmus americana,ZOTI-1,Present,"18.3",12,,,false,true
75600,Acer,negundo,,22,,ZOTIQUE-ST-JEAN,"79127",Acer negundo,ZOTI-1,Present,"19.1",15,,,false,true
75601,Acer,negundo,,15,,ZOTIQUE-ST-JEAN,"79128",Acer negundo,ZOTI-1,Present,"20.7",10,,,false,true
75602,Acer,negundo,,24.5,,ZOTIQUE-ST-JEAN,"79129",Acer negundo,ZOTI-1,Present,"11.9",10,,,false,true
75603,Ulmus,americana,,24,,ZOTIQUE-ST-JEAN,"79130",Ulmus americana,ZOTI-1,Present,"6.6",6,,,false,true
75604,Ulmus,americana,,9,,ZOTIQUE-ST-JEAN,"79131",Ulmus americana,ZOTI-1,Present,"3",4,,,false,true
75605,Divers,sp.,,20,,ZOTIQUE-ST-JEAN,"79132",Unknown sp,ZOTI-1,Present,"32.4",10,,,false,true
75657,Acer,negundo,,36.1,,ZOTIQUE-ST-JEAN,"79184",Acer negundo,ZOTI-1,Present,"25",12.1,,,true,false
75658,Acer,negundo,,23.5,,ZOTIQUE-ST-JEAN,"79185",Acer negundo,ZOTI-1,Present,"17",12.1,,,false,false
75659,Acer,negundo,,39.1,,ZOTIQUE-ST-JEAN,"79186",Acer negundo,ZOTI-1,Present,"22.4",8,,,false,true
75660,Acer,negundo,,16,,ZOTIQUE-ST-JEAN,"79187",Acer negundo,ZOTI-1,Present,"9.5",10,,,false,true
75662,Acer,negundo,,38.4,,ZOTIQUE-ST-JEAN,"79189",Acer negundo,ZOTI-1,,,,,,,
75663,Acer,negundo,,30,,ZOTIQUE-ST-JEAN,"79190",Acer negundo,ZOTI-1,Present,"20.9",8,,,false,true
75664,Ulmus,americana,,17,,ZOTIQUE-ST-JEAN,"79191",Ulmus americana,ZOTI-1,Present,"7.7",8,,,false,true
75665,Divers,sp.,,45,,ZOTIQUE-ST-JEAN,"79192",Unknown sp,ZOTI-1,Absent,,,,,,
75725,Acer,negundo,,23,,ZOTIQUE-ST-JEAN,"79252",Acer negundo,ZOTI-1,Present,"16.6",13,,,false,true
75726,Acer,negundo,,15,,ZOTIQUE-ST-JEAN,"79253",Acer negundo,ZOTI-1,,,,,,,
75727,Acer,negundo,,38.1,,ZOTIQUE-ST-JEAN,"79254",Acer negundo,ZOTI-1,,,,,,,
75728,Acer,negundo,,23,,ZOTIQUE-ST-JEAN,"79255",Acer negundo,ZOTI-1,,,,,,,
75729,Ulmus,sp.,,17,,ZOTIQUE-ST-JEAN,"79256",Ulmus sp,ZOTI-1,,,,,,,
75730,Ulmus,sp.,,10,,ZOTIQUE-ST-JEAN,"79257",Ulmus sp,ZOTI-1,,,,,,,
75731,Acer,negundo,,25,,ZOTIQUE-ST-JEAN,"79258",Acer negundo,ZOTI-1,,,,,,,
75732,Ulmus,sp.,,16,,ZOTIQUE-ST-JEAN,"79259",Ulmus sp,ZOTI-1,,,,,,,
75733,Ulmus,sp.,,17,,ZOTIQUE-ST-JEAN,"79260",Ulmus sp,ZOTI-1,,,,,,,
75734,Acer,negundo,,27,,ZOTIQUE-ST-JEAN,"79261",Acer negundo,ZOTI-1,,,,,,,
75735,Ulmus,americana,,20,,ZOTIQUE-ST-JEAN,"79262",Ulmus americana,ZOTI-1,,,,,,,
75736,Ulmus,sp.,,12,,ZOTIQUE-ST-JEAN,"79263",Ulmus sp,ZOTI-1,,,,,,,
75758,Acer,negundo,,21,,ZOTIQUE-ST-JEAN,"79285",Acer negundo,ZOTI-1,,,,,,,
75759,Acer,negundo,,21.2,,ZOTIQUE-ST-JEAN,"79286",Acer negundo,ZOTI-1,,,,,,,
75926,Carya,ovata,,5,,ZOTIQUE-ST-JEAN,"79453",Carya ovata,ZOTI-1,,,,,,,
75927,Celtis,occidentalis,,5,,ZOTIQUE-ST-JEAN,"79454",Celtis occidentalis,ZOTI-1,Present,"4",3,,,false,false
75928,Gymnocladus,dioicus,espresso,5,,ZOTIQUE-ST-JEAN,"79455",Gymnocladus dioicus,ZOTI-1,Present,"4",3.5,,,false,false
75929,Ostrya,virginiana,,5,,ZOTIQUE-ST-JEAN,"79456",Ostrya virginiana,ZOTI-1,Present,"4",3,,,false,false
75930,Quercus,alba,,5,,ZOTIQUE-ST-JEAN,"79457",Quercus alba,ZOTI-1,,,,,,,
76496,Acer,saccharinum,,52,,MOULIN-DU-RAPIDE,"80027",Acer saccharinum,ZOTI-2,Present,"55.9",22.1,,,false,true
76498,Acer,saccharinum,,40,,MOULIN-DU-RAPIDE,"80029",Acer saccharinum,ZOTI-2,Present,"40",20,,,false,false
76499,Acer,saccharinum,,55,,MOULIN-DU-RAPIDE,"80030",Acer saccharinum,ZOTI-2,Present,"46.85",20,,,false,true
76500,Acer,saccharinum,,100,,MOULIN-DU-RAPIDE,"80031",Acer saccharinum,ZOTI-2,Present,"42.4, 50",22,,,false,true
76501,Acer,saccharinum,,27,,MOULIN-DU-RAPIDE,"80032",Acer saccharinum,ZOTI-2,Present,"31",22.3,,,true,true
76502,Acer,saccharinum,,68,,MOULIN-DU-RAPIDE,"80033",Acer saccharinum,ZOTI-2,Present,"68.9",27.88,,,true,true
76503,Prunus,sp.,,34,,MOULIN-DU-RAPIDE,"80034",Prunus sp,ZOTI-2,Present,"35.5",15.6,,,true,true
76504,Acer,platanoides,,63,,MOULIN-DU-RAPIDE,"80035",Acer platanoides,ZOTI-2,Present,"62.9",16.8,,,true,true
76505,Picea,glauca,,35,,MOULIN-DU-RAPIDE,"80036",Picea glauca,ZOTI-2,Present,"33.7",16.3,,,true,true
76506,Acer,saccharinum,,130,,MOULIN-DU-RAPIDE,"80037",Acer saccharinum,ZOTI-2,Present,"41, 34.5, 78",22.8,,,true,true
76507,Acer,negundo,,64.1,,MOULIN-DU-RAPIDE,"80038",Acer negundo,ZOTI-2,Present,"35.5, 38.7, 40",16,,,true,true
76508,Taxus,sp.,,50,,MOULIN-DU-RAPIDE,"80039",Taxus sp,ZOTI-2,Present,"50",5.5,,,false,false
76509,Acer,saccharinum,,89,,MOULIN-DU-RAPIDE,"80040",Acer saccharinum,ZOTI-2,Present,"99.1",22.9,,,true,true
76511,Acer,saccharinum,,72,,MOULIN-DU-RAPIDE,"80042",Acer saccharinum,ZOTI-2,Present,"73",26,,,true,true
76512,Acer,negundo,,38,,MOULIN-DU-RAPIDE,"80043",Acer negundo,ZOTI-2,Present,"36.3",12.7,,,true,true
76513,Acer,negundo,,28,,MOULIN-DU-RAPIDE,"80044",Acer negundo,ZOTI-2,Present,"30.2",11.5,,,true,true
76514,Acer,negundo,,8,,MOULIN-DU-RAPIDE,"80045",Acer negundo,ZOTI-2,Present,"9.8",9.2,,,true,true
76515,Acer,negundo,,25,,MOULIN-DU-RAPIDE,"80046",Acer negundo,ZOTI-2,Present,"25.5",13.5,,,true,true
76517,Acer,saccharinum,,23,,MOULIN-DU-RAPIDE,"80048",Acer saccharinum,ZOTI-2,Present,"23",26.3,,,false,true
76518,Acer,saccharinum,,37,,MOULIN-DU-RAPIDE,"80049",Acer saccharinum,ZOTI-2,Present,"36.7",26.3,,,false,true
76519,Acer,saccharinum,,34,,MOULIN-DU-RAPIDE,"80050",Acer saccharinum,ZOTI-2,Present,"35.1",26.3,,,false,true
76520,Acer,saccharinum,,23,,MOULIN-DU-RAPIDE,"80051",Acer saccharinum,ZOTI-2,Present,"23",26.3,,,false,true
76852,Populus,tremuloides,,25,,MOULIN-DU-RAPIDE,"80383",Populus tremuloides,ZOTI-2,Present,"20",5,,Top half of tree snapped off ,false,false
76853,Acer,saccharinum,,83.7,,MOULIN-DU-RAPIDE,"80384",Acer saccharinum,ZOTI-2,Present,"8",4,,"Wrong ID, actually Norway maple",false,false
76854,Populus,tremuloides,,10,,MOULIN-DU-RAPIDE,"80385",Populus tremuloides,ZOTI-2,,,,,,,
76855,Populus,tremuloides,,25,,MOULIN-DU-RAPIDE,"80386",Populus tremuloides,ZOTI-2,,,,,,,
76856,Populus,tremuloides,,45,,MOULIN-DU-RAPIDE,"80387",Populus tremuloides,ZOTI-2,,,,,,,
76857,Populus,tremuloides,,27,,MOULIN-DU-RAPIDE,"80388",Populus tremuloides,ZOTI-2,,,,,,,
76858,Ulmus,americana,,25,,MOULIN-DU-RAPIDE,"80389",Ulmus americana,ZOTI-2,Absent,,,,,,
76859,Populus,tremuloides,,40,,MOULIN-DU-RAPIDE,"80390",Populus tremuloides,ZOTI-2,Present,"40",13.5,,,false,false
76860,Ulmus,americana,,43.9,,MOULIN-DU-RAPIDE,"80391",Ulmus americana,ZOTI-2,Present,"8",10,,,false,false
