fid,idvegetal,projet,site,entiteadmi,reseau,noevenemen,typeevenem,annee,dateprevue,genre,nomespece,cultivar,dhs,hauteur,formatpot,lat,lon,Present,Site_1,dbh_2025,height2025,Comments,Measured_height,Measured_DBH
"1582","117305",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Pinus,resinosa,,"0","0",missing,"45.577011108","-73.564002991",,HOMR-1,,,,,
"1583","117472",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Betula,alleghaniensis,,"0","0",missing,"45.576961517","-73.563987732",,HOMR-1,,,,,
"1584","117658",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Tilia,americana,,"0","0",missing,"45.577320099","-73.563751221",,HOMR-1,,,,,
"1585","117696",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Carpinus,caroliniana,,"0","0",missing,"45.577030182","-73.563644409",,HOMR-1,,,,,
"1586","117727",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Quercus,sp.,,"0","0",missing,"45.576999664","-73.563652039",,HOMR-1,,,,,
"1587","117789",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Betula,alleghaniensis,,"0","0",missing,"45.577251434","-73.563552856",,HOMR-1,,,,,
"1588","117822",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Carpinus,caroliniana,,"0","0",missing,"45.576969147","-73.563743591",,HOMR-1,,,,,
"1589","118195",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Gleditsia,triacanthos,SHADEMASTER,"0","0",missing,"45.576858521","-73.563690186",,HOMR-1,,,,,
"1590","118208",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Picea,pungens,,"0","0",missing,"45.57660675","-73.563659668",,HOMR-1,,,,,
"1591","118302",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Quercus,rubra,,"0","0",missing,"45.576839447","-73.563705444",,HOMR-1,,,,,
"1592","118430",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Juglans,nigra,,"0","0",missing,"45.576965332","-73.563644409",,HOMR-1,,,,,
"1593","118517",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Acer,rubrum,,"0","0",missing,"45.577110291","-73.563949585",,HOMR-1,,,,,
"1594","118543",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Picea,glauca,,"0","0",missing,"45.576774597","-73.564186096",,HOMR-1,,,,,
"1595","118597",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-25488000000,plantation,"2015",2015-10-22T20:00:00.000,Acer,tataricum,,"0","0",missing,"45.576702118","-73.563667297",,HOMR-1,,,,,
"1596","118613",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Quercus,robur,,"0","0",missing,"45.577236176","-73.563796997",,HOMR-1,,,,,
"1597","118615",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Gleditsia,triacanthos,SHADEMASTER,"0","0",missing,"45.577171326","-73.563934326",,HOMR-1,,,,,
"1598","118619",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-25401600000,plantation,"2015",2015-10-21T20:00:00.000,Pseudotsuga,menziesii,,"0","0",missing,"45.576553345","-73.563697815",,HOMR-1,,,,,
"1599","118631",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Juglans,cinerea,,"0","0",missing,"45.576953888","-73.563713074",,HOMR-1,,,,,
"1600","118682",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Pinus,nigra,,"0","0",missing,"45.576778412","-73.56414032",,HOMR-1,,,,,
"1601","118822",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Pinus,resinosa,,"0","0",missing,"45.576576233","-73.563766479",,HOMR-1,,,,,
"1602","119155",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Gleditsia,triacanthos,STREET KEEPER,"0","0",missing,"45.577323914","-73.563697815",,HOMR-1,,,,,
"1603","119244",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-25574400000-2,plantation,"2014",2014-10-24T24:00:00.000,Ulmus,pumila,,"0","0",missing,"45.576530457","-73.563896179",,HOMR-1,,,,,
"1604","119250",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Betula,alleghaniensis,,"0","0",missing,"45.576919556","-73.56401825",,HOMR-1,,,,,
"1605","119294",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Picea,abies,,"0","0",missing,"45.577186584","-73.563423157",,HOMR-1,,,,,
"1606","119306",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Picea,glauca,,"0","0",missing,"45.576789856","-73.564155579",,HOMR-1,,,,,
"1607","119356",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Gleditsia,triacanthos,SUNBURST,"0","0",missing,"45.576633453","-73.564254761",,HOMR-1,,,,,
"1608","119382",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Acer,freemanii,AUTUMN BLAZE,"0","0",missing,"45.577224731","-73.563858032",,HOMR-1,,,,,
"1609","119477",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Acer,rubrum,,"0","0",missing,"45.57711792","-73.56362915",,HOMR-1,,,,,
"1610","119484",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Pinus,resinosa,,"0","0",missing,"45.576557159","-73.56375885",,HOMR-1,,,,,
"1611","119544",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Phellodendron,amurense,,"0","0",missing,"45.57660675","-73.563652039",,HOMR-1,,,,,
"1612","119580",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Carpinus,caroliniana,,"0","0",missing,"45.576885223","-73.563568115",,HOMR-1,,,,,
"1613","119595",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Juglans,cinerea,,"0","0",missing,"45.577167511","-73.563583374",,HOMR-1,,,,,
"1614","119744",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Celtis,occidentalis,,"0","0",missing,"45.576835632","-73.563591003",,HOMR-1,,,,,
"1615","119858",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Amelanchier,canadensis,,"0","0",missing,"45.576847076","-73.564117432",,HOMR-1,,,,,
"1616","119884",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Picea,glauca,,"0","0",missing,"45.57698822","-73.563552856",,HOMR-1,,,,,
"1617","120044",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-25488000000,plantation,"2015",2015-10-22T20:00:00.000,Picea,glauca,,"0","0",missing,"45.576572418","-73.563720703",,HOMR-1,,,,,
"1618","120046",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Elaeagnus,angustifolia,,"0","0",missing,"45.57730484","-73.563804626",,HOMR-1,,,,,
"1619","120122",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Acer,tataricum,,"0","0",missing,"45.576778412","-73.563781738",,HOMR-1,,,,,
"1620","120255",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Acer,rubrum,,"0","0",missing,"45.576713562","-73.563560486",,HOMR-1,,,,,
"1621","120336",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-25488000000,plantation,"2015",2015-10-22T20:00:00.000,Amelanchier,canadensis,,"0","0",missing,"45.57674408","-73.563697815",,HOMR-1,,,,,
"1622","120441",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Pinus,resinosa,,"0","0",missing,"45.576961517","-73.563995361",,HOMR-1,,,,,
"1623","120477",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Acer,tataricum,,"0","0",missing,"45.576751709","-73.563735962",,HOMR-1,,,,,
"1624","120738",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Quercus,rubra,,"0","0",missing,"45.577102661","-73.563674927",,HOMR-1,,,,,
"1625","120802",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Quercus,rubra,,"0","0",missing,"45.577068329","-73.563644409",,HOMR-1,,,,,
"1626","120840",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Picea,glauca,,"0","0",missing,"45.577018738","-73.56350708",,HOMR-1,,,,,
"1627","120851",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Gleditsia,triacanthos,SHADEMASTER,"0","0",missing,"45.576972961","-73.563713074",,HOMR-1,,,,,
"1628","120909",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Quercus,macrocarpa,,"0","0",missing,"45.577083588","-73.563919067",,HOMR-1,,,,,
"1629","120968",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Phellodendron,amurense,,"0","0",missing,"45.576667786","-73.56375885",,HOMR-1,,,,,
"1630","121014",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Picea,glauca,,"0","0",missing,"45.577281952","-73.563667297",,HOMR-1,,,,,
"1631","121095",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Pinus,resinosa,,"0","0",missing,"45.577354431","-73.563751221",,HOMR-1,,,,,
"1632","121204",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Pinus,resinosa,,"0","0",missing,"45.576862335","-73.563682556",,HOMR-1,,,,,
"1633","121471",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Amelanchier,sp.,,"0","0",missing,"45.577274323","-73.563812256",,HOMR-1,,,,,
"1634","121481",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-25488000000,plantation,"2015",2015-10-22T20:00:00.000,Tilia,americana,,"0","0",missing,"45.576576233","-73.563583374",,HOMR-1,,,,,
"1635","121513",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Quercus,robur,,"0","0",missing,"45.576522827","-73.563812256",,HOMR-1,,,,,
"1636","121542",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-25488000000,plantation,"2015",2015-10-22T20:00:00.000,Quercus,rubra,,"0","0",missing,"45.576663971","-73.563705444",,HOMR-1,,,,,
"1637","121641",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Gymnocladus,dioicus,,"0","0",missing,"45.577022552","-73.563285828",,HOMR-1,,,,,
"1638","121667",CIUSSS de l'Est,Hôpital Maisonneuve-Rosemont,rosemont-la petite-patrie,santé,E2015-1324-26092800000,plantation,"2015",2015-10-29T20:00:00.000,Larix,laricina,,"0","0",missing,"45.577285767","-73.563529968",,HOMR-1,,,,,
