fid,idvegetal,projet,site,entiteadmi,reseau,noevenemen,typeevenem,annee,dateprevue,genre,nomespece,cultivar,dhs,hauteur,formatpot,lat,lon,Present,Site_1,dbh_2025,height2025,Comments,Measured_height,Measured_DBH
"1799","123795",CIUSSS de l'Est,Institut universitaire en Santé Mentale de Montréal et CHSLD Jeanne Le Ber,mercier-hochelaga-maisonneuve,santé,E2014-1324-27907200000,plantation,"2014",2014-11-19T24:00:00.000,Amelanchier,sp.,,"0","0",missing,"45.586868286","-73.52835083",,JEAN-1,,,,,
"1800","123834",CIUSSS de l'Est,Institut universitaire en Santé Mentale de Montréal et CHSLD Jeanne Le Ber,mercier-hochelaga-maisonneuve,santé,E2014-1324-27907200000,plantation,"2014",2014-11-19T24:00:00.000,Quercus,sp.,,"0","0",missing,"45.586791992","-73.52822876",,JEAN-1,,,,,
"1801","123851",CIUSSS de l'Est,Institut universitaire en Santé Mentale de Montréal et CHSLD Jeanne Le Ber,mercier-hochelaga-maisonneuve,santé,E2014-1324-27907200000,plantation,"2014",2014-11-19T24:00:00.000,Quercus,sp.,,"0","0",missing,"45.586978912","-73.528312683",,JEAN-1,,,,,
"1802","123893",CIUSSS de l'Est,Institut universitaire en Santé Mentale de Montréal et CHSLD Jeanne Le Ber,mercier-hochelaga-maisonneuve,santé,E2014-1324-27907200000,plantation,"2014",2014-11-19T24:00:00.000,Amelanchier,sp.,,"0","0",missing,"45.586853027","-73.528266907",,JEAN-1,,,,,
"1803","44610",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2021-43-25660800000,plantation,"2021",2021-10-24T20:00:00.000,Phellodendron,amurense,EYE STOPPER,"30","250",10g,"45.616567941","-73.605281747",,MAVI-1,,,,,
"1804","45170",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2021-43-25660800000,plantation,"2021",2021-10-24T20:00:00.000,Prunus,americana,TOKA,"20","175",7gal,"45.616736038","-73.604948078",,MAVI-1,,,,,
"1805","46513",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2021-43-25660800000,plantation,"2021",2021-10-24T20:00:00.000,Prunus,americana,TOKA,"20","175",7gal,"45.616909428","-73.605077965",,MAVI-1,,,,,
"1806","47377",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2021-43-25660800000,plantation,"2021",2021-10-24T20:00:00.000,Gleditsia,triacanthos,,"30","250",7gal,"45.616532873","-73.605439203",,MAVI-1,,,,,
"1807","50314",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2021-43-25660800000,plantation,"2021",2021-10-24T20:00:00.000,Malus,X,4 EN 1,"30","250",10gal,"45.616613557","-73.604968021",,MAVI-1,,,,,
"1808","51331",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2021-43-25660800000,plantation,"2021",2021-10-24T20:00:00.000,Ulmus,americana,PRINCETON,"30","200",3g,"45.616522569","-73.605187863",,MAVI-1,,,,,
"1809","52917",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2021-43-25660800000,plantation,"2021",2021-10-24T20:00:00.000,Malus,X,DONALD WYMAN,"30","250",10gal,"45.616716258","-73.604868616",,MAVI-1,,,,,
"1810","53034",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2021-43-25660800000,plantation,"2021",2021-10-24T20:00:00.000,Malus,X,DONALD WYMAN,"30","250",10gal,"45.616857343","-73.605304053",,MAVI-1,,,,,
"1811","53933",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2021-43-25660800000,plantation,"2021",2021-10-24T20:00:00.000,Prunus,virginiana,,"20","200",3g,"45.616917303","-73.605140434",,MAVI-1,,,,,
"1812","54316",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2021-43-25660800000,plantation,"2021",2021-10-24T20:00:00.000,Prunus,cerasus,NORTH STAR,"20","175",7gal,"45.616897807","-73.604978309",,MAVI-1,,,,,
"1813","57708",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2021-43-25660800000,plantation,"2021",2021-10-24T20:00:00.000,Prunus,virginiana,,"20","200",3g,"45.616759795","-73.605324539",,MAVI-1,,,,,
"1814","58036",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2021-43-25660800000,plantation,"2021",2021-10-24T20:00:00.000,Gleditsia,triacanthos,STREET KEEPER,"30","250",10gal,"45.616730054","-73.605667993",,MAVI-1,,,,,
"1815","58664",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2021-43-25660800000,plantation,"2021",2021-10-24T20:00:00.000,Malus,X,4 EN 1,"30","250",10gal,"45.616834933","-73.605636193",,MAVI-1,,,,,
"1816","58863",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2021-43-25660800000,plantation,"2021",2021-10-24T20:00:00.000,Tilia,americana,AMERICAN SENTRY,"40","250",10gal,"45.616911482","-73.605032405",,MAVI-1,,,,,
"1817","60642",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2021-43-25660800000,plantation,"2021",2021-10-24T20:00:00.000,Prunus,cerasus,NORTH STAR,"20","175",7gal,"45.61667388","-73.605098256",,MAVI-1,,,,,
"1818","122154",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Acer,rubrum,,"0","0",missing,"45.616493225","-73.604736328",,MAVI-1,,,,,
"1819","122169",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Prunus,sp.,,"0","0",missing,"45.616706848","-73.60509491",,MAVI-1,,,,,
"1820","122193",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Prunus,sp.,,"0","0",missing,"45.616641998","-73.604751587",,MAVI-1,,,,,
"1821","122244",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Carya,cordiformis,,"0","0",missing,"45.616477966","-73.604881287",,MAVI-1,,,,,
"1822","122298",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Prunus,sp.,,"0","0",missing,"45.616790771","-73.605102539",,MAVI-1,,,,,
"1823","122331",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Malus,sp.,,"0","0",missing,"45.616874695","-73.605247498",,MAVI-1,,,,,
"1824","122348",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Malus,sp.,,"0","0",missing,"45.616882324","-73.60546875",,MAVI-1,,,,,
"1825","122446",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Prunus,sp.,,"0","0",missing,"45.616832733","-73.605033875",,MAVI-1,,,,,
"1826","122492",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Prunus,sp.,,"0","0",missing,"45.61674881","-73.60496521",,MAVI-1,,,,,
"1827","122499",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Elaeagnus,angustifolia,,"0","0",missing,"45.616424561","-73.604904175",,MAVI-1,,,,,
"1828","122513",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Gymnocladus,dioicus,,"0","0",missing,"45.616436005","-73.604888916",,MAVI-1,,,,,
"1829","122535",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Acer,rubrum,,"0","0",missing,"45.616516113","-73.604736328",,MAVI-1,,,,,
"1830","122560",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Larix,laricina,,"0","0",missing,"45.616477966","-73.604751587",,MAVI-1,,,,,
"1831","122561",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Larix,laricina,,"0","0",missing,"45.616516113","-73.60471344",,MAVI-1,,,,,
"1832","122565",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Prunus,sp.,,"0","0",missing,"45.616832733","-73.604942322",,MAVI-1,,,,,
"1833","122575",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Malus,sp.,,"0","0",missing,"45.616882324","-73.605552673",,MAVI-1,,,,,
"1834","122629",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Larix,laricina,,"0","0",missing,"45.616535187","-73.604736328",,MAVI-1,,,,,
"1835","122716",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Malus,sp.,,"0","0",missing,"45.616836548","-73.605484009",,MAVI-1,,,,,
"1836","122718",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Prunus,sp.,,"0","0",missing,"45.616786957","-73.60509491",,MAVI-1,,,,,
"1837","122719",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Malus,sp.,,"0","0",missing,"45.616767883","-73.605255127",,MAVI-1,,,,,
"1838","122722",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Malus,sp.,,"0","0",missing,"45.616912842","-73.605178833",,MAVI-1,,,,,
"1839","122771",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Gymnocladus,dioicus,,"0","0",missing,"45.616458893","-73.605117798",,MAVI-1,,,,,
"1840","122793",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Prunus,sp.,,"0","0",missing,"45.616718292","-73.605026245",,MAVI-1,,,,,
"1841","122845",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Acer,saccharum,,"0","0",missing,"45.616493225","-73.604774475",,MAVI-1,,,,,
"1842","122847",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Malus,sp.,,"0","0",missing,"45.616867065","-73.605316162",,MAVI-1,,,,,
"1843","122851",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Abies,balsamea,,"0","0",missing,"45.616378784","-73.604972839",,MAVI-1,,,,,
"1844","122866",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Malus,sp.,,"0","0",missing,"45.616874695","-73.605316162",,MAVI-1,,,,,
"1845","122936",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Gymnocladus,dioicus,,"0","0",missing,"45.616531372","-73.604866028",,MAVI-1,,,,,
"1846","122974",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Pyrus,sp.,,"0","0",missing,"45.616535187","-73.605072021",,MAVI-1,,,,,
"1847","122987",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Celtis,occidentalis,,"0","0",missing,"45.616428375","-73.605064392",,MAVI-1,,,,,
"1848","123081",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Gymnocladus,dioicus,,"0","0",missing,"45.616481781","-73.604888916",,MAVI-1,,,,,
"1849","123092",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Malus,sp.,,"0","0",missing,"45.616928101","-73.605110168",,MAVI-1,,,,,
"1850","123200",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Abies,balsamea,,"0","0",missing,"45.616382599","-73.605072021",,MAVI-1,,,,,
"1851","123216",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Malus,sp.,,"0","0",missing,"45.61687851","-73.605422974",,MAVI-1,,,,,
"1852","123255",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Prunus,sp.,,"0","0",missing,"45.616970062","-73.605026245",,MAVI-1,,,,,
"1853","123308",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Celtis,occidentalis,,"0","0",missing,"45.616443634","-73.604972839",,MAVI-1,,,,,
"1854","123316",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Prunus,sp.,,"0","0",missing,"45.616809845","-73.605010986",,MAVI-1,,,,,
"1855","123340",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Malus,sp.,,"0","0",missing,"45.616767883","-73.605377197",,MAVI-1,,,,,
"1856","123345",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Malus,sp.,,"0","0",missing,"45.616855621","-73.605407715",,MAVI-1,,,,,
"1857","123363",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Carya,cordiformis,,"0","0",missing,"45.616519928","-73.604728699",,MAVI-1,,,,,
"1858","123367",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Abies,balsamea,,"0","0",missing,"45.616386414","-73.604995728",,MAVI-1,,,,,
"1859","123482",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Malus,sp.,,"0","0",missing,"45.616863251","-73.60521698",,MAVI-1,,,,,
"1860","123484",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Malus,sp.,,"0","0",missing,"45.616897583","-73.605125427",,MAVI-1,,,,,
"1861","123672",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Acer,rubrum,,"0","0",missing,"45.616401672","-73.604812622",,MAVI-1,,,,,
"1862","123766",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Celtis,occidentalis,,"0","0",missing,"45.616443634","-73.604766846",,MAVI-1,,,,,
"1863","123772",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Larix,laricina,,"0","0",missing,"45.616504669","-73.604759216",,MAVI-1,,,,,
"1864","123783",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Elaeagnus,angustifolia,,"0","0",missing,"45.616390228","-73.605072021",,MAVI-1,,,,,
"1865","123796",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Malus,sp.,,"0","0",missing,"45.616874695","-73.605484009",,MAVI-1,,,,,
"1866","123812",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Prunus,sp.,,"0","0",missing,"45.616767883","-73.605178833",,MAVI-1,,,,,
"1867","123820",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Abies,balsamea,,"0","0",missing,"45.616607666","-73.604850769",,MAVI-1,,,,,
"1868","123935",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Prunus,sp.,,"0","0",missing,"45.616725922","-73.604927063",,MAVI-1,,,,,
"1869","123959",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Carya,cordiformis,,"0","0",missing,"45.616519928","-73.604866028",,MAVI-1,,,,,
"1870","124045",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Prunus,sp.,,"0","0",missing,"45.616607666","-73.604759216",,MAVI-1,,,,,
"1871","124107",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Abies,balsamea,,"0","0",missing,"45.616390228","-73.604995728",,MAVI-1,,,,,
"1872","124123",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,E2014-1324-27907200000-3,plantation,"2014",2014-11-19T24:00:00.000,Malus,sp.,,"0","0",missing,"45.616851807","-73.60521698",,MAVI-1,,,,,
"1873","746",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,AY049,plantation,"2023",2023-09-24T20:00:00.000,Picea,pungens,BABY BLUE EYES,"25","200",5g,"45.618787771","-73.606386962",,MAVI-2,,,,,
"1874","7109",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,AY049,plantation,"2023",2023-09-24T20:00:00.000,Aesculus,glabra,AUTUMN SPLENDOR,"35","250",15gal,"45.618725296","-73.606374933",,MAVI-2,,,,,
"1875","8957",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,AY049,plantation,"2023",2023-09-24T20:00:00.000,Pinus,nigra,AUSTRIACA,"30","100",20gal,"45.618855669","-73.60655024",,MAVI-2,,,,,
"1876","9633",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,AY049,plantation,"2023",2023-09-24T20:00:00.000,Acer,tataricum,HOT WINGS,"35","250",20gal,"45.618871137","-73.606511554",,MAVI-2,,,,,
"1877","11606",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,AY049,plantation,"2023",2023-09-24T20:00:00.000,Aesculus,glabra,AUTUMN SPLENDOR,"35","250",15gal,"45.618698849","-73.606473528",,MAVI-2,,,,,
"1878","14747",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,AY049,plantation,"2023",2023-09-24T20:00:00.000,Elaeagnus,angustifolia,,"25","200",5gal,"45.618842489","-73.606420224",,MAVI-2,,,,,
"1879","15468",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,AY049,plantation,"2023",2023-09-24T20:00:00.000,Aesculus,glabra,AUTUMN SPLENDOR,"35","250",15gal,"45.618826045","-73.606492717",,MAVI-2,,,,,
"1880","15685",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,AY049,plantation,"2023",2023-09-24T20:00:00.000,Gymnocladus,dioicus,,"45","250",20g,"45.618691412","-73.606319049",,MAVI-2,,,,,
"1881","16711",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,AY049,plantation,"2023",2023-09-24T20:00:00.000,Celtis,occidentalis,PRAIRIE SENTINEL,"25","200",5g,"45.618651139","-73.606298004",,MAVI-2,,,,,
"1882","18610",Cégep Marie-Victorin,Cégep Marie-Victorin,rivière-des-prairies-pointe-aux-trembles,éducation,AY049,plantation,"2023",2023-09-24T20:00:00.000,Populus,deltoides,SIOUXLAND,"45","250",15gal,"45.618895238","-73.60658115",,MAVI-2,,,,,
"1883","127720",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,INS079,inscription,"2024",2024-05-01T24:00:00.000,Quercus,rubra,,,"275",20g,"45.440646285","-73.586625757",Absent,DOUG-1,,,,,
"1884","127721",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,INS079,inscription,"2024",2024-05-01T24:00:00.000,Juglans,cinerea,,,"275",20g,"45.440675136","-73.586729076",,DOUG-1,,,,,
"1885","127722",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,INS079,inscription,"2024",2024-05-01T24:00:00.000,Quercus,palustris,,,"275",20g,"45.440702862","-73.586839537",,DOUG-1,,,,,
"1886","127723",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,INS079,inscription,"2024",2024-05-01T24:00:00.000,Quercus,palustris,,,"275",20g,"45.440733035","-73.586939654",,DOUG-1,,,,,
"1887","127724",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,INS079,inscription,"2024",2024-05-01T24:00:00.000,Celtis,occidentalis,,,"275",20g,"45.440754642","-73.587040366",,DOUG-1,,,,,
"1888","127725",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,INS079,inscription,"2024",2024-05-01T24:00:00.000,Acer,rubrum,,,"275",20g,"45.440787298","-73.587113539",,DOUG-1,,,,,
"1889","127642",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Acer,pensylvanicum,,"10","150",3g,"45.441411669","-73.586935064",,DOUG-1,,,,,
"1890","127643",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Picea,abies,,,"110",10g,"45.441390364","-73.586901424",,DOUG-1,,,,,
"1891","127644",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Salix,alba,TRISTIS,"25","225",7g,"45.44135912","-73.586952103",Present,DOUG-1,"5",3.5,,"0","1"
"1892","127645",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Quercus,bicolor,,"20","175",15g,"45.441324845","-73.586925068",,DOUG-1,,,,,
"1893","127646",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Salix,matsudana,TORTUOSA,"40","425",20g,"45.441265629","-73.586920032",Present,DOUG-1,"8",7.5,,"0","1"
"1894","127647",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Catalpa,speciosa,,"45","300",10g,"45.441231037","-73.586863368",Present,DOUG-1,"5",5,,"1","1"
"1895","127648",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Acer,pensylvanicum,,"10","150",3g,"45.441312034","-73.586866185",,DOUG-1,,,,,
"1896","127649",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Acer,pensylvanicum,,"10","150",3g,"45.441379096","-73.586819592",,DOUG-1,,,,,
"1897","127650",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Thuja,occidentalis,,,"120",10g,"45.441355144","-73.586741082",,DOUG-1,,,,,
"1898","127651",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Alnus,glutinosa,,"30","275",7g,"45.441317728","-73.586745972",,DOUG-1,,,,,
